amount,billing_cycle_day,customer_email,customer_id,customer_name,days_overdue,due_date,failure_reason,follow_up_count,items,leak_type,payment_method,retry_count,timestamp,transaction_id
199,2,,,Aayush,,,mandate_expired,,,failed_subscription,upi,0,2026-08-21T00:00:00,SUB00019
736.87,,,,Hardik,,,otp_timeout,,,failed_payment,wallet,0,2026-08-01T12:50:00,TXN00033
1116.9,,,,Quincy,,,card_expired,,,failed_payment,card,0,2026-08-01T09:20:00,TXN00116
1260.88,,,,Aayush,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T09:32:00,TXN00014
2335.04,,,,Bhanumati,,,insufficient_funds,,,failed_payment,wallet,0,2026-08-01T14:51:00,TXN00282
244.01,,,,Ira,,,otp_timeout,,,failed_payment,netbanking,0,2026-08-01T18:12:00,TXN00114
4277.12,,,,Janya,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T12:06:00,TXN00130
1437.03,,,,Vincent,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T11:09:00,TXN00230
691.03,,,,Ranveer,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T16:25:00,TXN00023
3232.59,,,,Amol,,,bank_server_down,,,failed_payment,card,0,2026-08-01T16:50:00,TXN00125
1631.09,,,,Joshua,,,otp_timeout,,,failed_payment,netbanking,0,2026-08-01T10:01:00,TXN00149
633.6,,,,Megha,,,otp_timeout,,,failed_payment,card,0,2026-08-01T16:47:00,TXN00183
4329.82,,,,Bhavya,,,network_error,,,failed_payment,card,0,2026-08-01T15:53:00,TXN00052
851.51,,,,Anita,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T12:15:00,TXN00174
4893.22,,,,Vinaya,,,insufficient_funds,,,failed_payment,card,0,2026-08-01T18:05:00,TXN00029
1683.27,,,,Wahab,,,network_error,,,failed_payment,netbanking,0,2026-08-01T16:30:00,TXN00276
1999,4,,,Lopa,,,card_expired,,,failed_subscription,upi,0,2026-08-27T00:00:00,SUB00014
1999,15,,,Chaman,,,mandate_expired,,,failed_subscription,card,0,2026-08-20T00:00:00,SUB00010
199,9,,,Chandran,,,mandate_expired,,,failed_subscription,upi,0,2026-08-21T00:00:00,SUB00037
3640.81,,,,Daksh,,,insufficient_funds,,,failed_payment,netbanking,0,2026-08-01T14:07:00,TXN00084
1086.68,,,,Damini,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T14:36:00,TXN00076
1999,23,,,Chatresh,,,mandate_expired,,,failed_subscription,card,0,2026-08-07T00:00:00,SUB00097
1999,2,,,Aarnav,,,bank_declined,,,failed_subscription,upi,0,2026-08-25T00:00:00,SUB00027
499,6,,,Vyanjana,,,mandate_expired,,,failed_subscription,card,0,2026-08-17T00:00:00,SUB00094
999,23,,,Advaith,,,mandate_expired,,,failed_subscription,card,0,2026-08-16T00:00:00,SUB00023
2240.6,,,,Jalsa,,,bank_server_down,,,failed_payment,card,0,2026-08-01T16:13:00,TXN00039
1792.02,,,,Rachit,,,bank_server_down,,,failed_payment,card,0,2026-08-01T15:47:00,TXN00185
785.59,,,,Praneel,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T15:25:00,TXN00295
4032.87,,,,Bhavani,,,bank_server_down,,,failed_payment,card,0,2026-08-01T10:51:00,TXN00041
4832.55,,,,Aditya,,,payer_bank_timeout,,,failed_payment,upi,0,2026-08-01T13:36:00,TXN00126
2228.77,,,,Leela,,,bank_server_down,,,failed_payment,card,0,2026-08-01T16:52:00,TXN00111
999,5,,,Ekantika,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-04T00:00:00,SUB00073
675.48,,,,Yashawini,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T12:59:00,TXN00212
1572.83,,,,Vinaya,,,insufficient_funds,,,failed_payment,card,0,2026-08-01T15:23:00,TXN00191
199,23,,,Urmi,,,mandate_expired,,,failed_subscription,upi,0,2026-08-24T00:00:00,SUB00054
1756.08,,,,Eesha,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T09:28:00,TXN00078
499,21,,,Wriddhish,,,card_expired,,,failed_subscription,upi,0,2026-08-16T00:00:00,SUB00002
1999,26,,,Tanish,,,bank_declined,,,failed_subscription,upi,0,2026-08-03T00:00:00,SUB00032
1988.65,,,,Abhimanyu,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T12:36:00,TXN00112
1499.54,,,,Waida,,,otp_timeout,,,failed_payment,wallet,0,2026-08-01T16:11:00,TXN00113
4616.51,,,,Ira,,,network_error,,,failed_payment,card,0,2026-08-01T12:52:00,TXN00188
499,6,,,Vyanjana,,,bank_declined,,,failed_subscription,upi,0,2026-08-13T00:00:00,SUB00089
608.35,,,,Zansi,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T15:35:00,TXN00286
1364.28,,,,Fiyaz,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T10:33:00,TXN00159
913.44,,,,Victor,,,card_expired,,,failed_payment,card,0,2026-08-01T09:50:00,TXN00257
199,9,,,Anusha,,,card_expired,,,failed_subscription,card,0,2026-08-07T00:00:00,SUB00011
710.88,,,,Widisha,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T18:50:00,TXN00081
3490.09,,,,Riya,,,otp_timeout,,,failed_payment,netbanking,0,2026-08-01T15:52:00,TXN00157
1580.25,,,,Jasmit,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T17:37:00,TXN00238
4193.66,,,,Hiral,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T14:09:00,TXN00060
2202.22,,,,Radha,,,payer_bank_timeout,,,failed_payment,upi,0,2026-08-01T12:36:00,TXN00031
4182.02,,,,Timothy,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T11:49:00,TXN00296
4374.02,,,,Thomas,,,otp_timeout,,,failed_payment,card,0,2026-08-01T11:38:00,TXN00184
3951.43,,,,Agastya,,,network_error,,,failed_payment,wallet,0,2026-08-01T12:59:00,TXN00298
1497.68,,,,Widisha,,,upi_pin_wrong,,,failed_payment,upi,0,2026-08-01T12:40:00,TXN00005
1282.11,,,,Hritik,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T13:30:00,TXN00154
1445.22,,,,Ayush,,,card_expired,,,failed_payment,wallet,0,2026-08-01T11:14:00,TXN00168
2819.38,,,,Anya,,,network_error,,,failed_payment,netbanking,0,2026-08-01T15:00:00,TXN00136
3356.13,,,,Arya,,,insufficient_funds,,,failed_payment,netbanking,0,2026-08-01T09:26:00,TXN00228
3435.13,,,,Thomas,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T15:24:00,TXN00120
508.23,,,,Ekiya,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T14:53:00,TXN00196
3499.46,,,,Yashasvi,,,card_expired,,,failed_payment,wallet,0,2026-08-01T17:22:00,TXN00133
3301.94,,,,Agastya,,,network_error,,,failed_payment,card,0,2026-08-01T18:18:00,TXN00003
3023.5,,,,Chasmum,,,network_error,,,failed_payment,wallet,0,2026-08-01T14:30:00,TXN00127
1374.13,,,,Xiti,,,bank_server_down,,,failed_payment,card,0,2026-08-01T10:58:00,TXN00165
199,6,,,Jeremiah,,,insufficient_funds,,,failed_subscription,card,0,2026-08-22T00:00:00,SUB00063
899.58,,,,Sara,,,network_error,,,failed_payment,wallet,0,2026-08-01T13:02:00,TXN00071
3331.88,,,,Anusha,,,card_expired,,,failed_payment,wallet,0,2026-08-01T09:05:00,TXN00094
4977.8,,,,Veer,,,network_error,,,failed_payment,netbanking,0,2026-08-01T18:29:00,TXN00048
787.35,,,,Max,,,network_error,,,failed_payment,card,0,2026-08-01T14:02:00,TXN00205
624.86,,,,Dayita,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T18:13:00,TXN00044
2664.43,,,,Yachana,,,card_expired,,,failed_payment,wallet,0,2026-08-01T17:30:00,TXN00167
2562.32,,,,Yochana,,,insufficient_funds,,,failed_payment,netbanking,0,2026-08-01T16:20:00,TXN00263
899.44,,,,Samar,,,network_error,,,failed_payment,wallet,0,2026-08-01T16:04:00,TXN00218
4177.79,,,,Jagat,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T13:23:00,TXN00207
199,23,,,Gayathri,,,bank_declined,,,failed_subscription,upi,0,2026-08-03T00:00:00,SUB00049
499,23,,,Abdul,,,card_expired,,,failed_subscription,card,0,2026-08-25T00:00:00,SUB00024
199,12,,,Ekapad,,,mandate_expired,,,failed_subscription,card,0,2026-08-17T00:00:00,SUB00038
993.0,,,,Yasti,,,bank_server_down,,,failed_payment,card,0,2026-08-01T10:16:00,TXN00151
4185.89,,,,Kavya,,,network_error,,,failed_payment,wallet,0,2026-08-01T17:30:00,TXN00172
3689.2,,,,Adya,,,insufficient_funds,,,failed_payment,netbanking,0,2026-08-01T18:09:00,TXN00007
199,13,,,Tamanna,,,bank_declined,,,failed_subscription,card,0,2026-08-11T00:00:00,SUB00043
366607.18,,,,"Varty, Choudhury and Rajan",16,2026-07-30T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-07-30T00:00:00,INV0001
2473.06,,,,Ria,,,bank_server_down,,,failed_payment,card,0,2026-08-01T15:51:00,TXN00234
4752.04,,,,Lopa,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T14:38:00,TXN00083
1999,27,,,Dalaja,,,insufficient_funds,,,failed_subscription,card,0,2026-08-11T00:00:00,SUB00075
195.18,,,,Bishakha,,,insufficient_funds,,,failed_payment,netbanking,0,2026-08-01T18:36:00,TXN00057
3121.36,,,,Hema,,,otp_timeout,,,failed_payment,netbanking,0,2026-08-01T17:36:00,TXN00098
199,26,,,Owen,,,bank_declined,,,failed_subscription,upi,0,2026-08-24T00:00:00,SUB00092
3553.63,,,,Zinal,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T18:24:00,TXN00239
2206.47,,,,Amruta,,,network_error,,,failed_payment,card,0,2026-08-01T16:32:00,TXN00258
2829.75,,,,Ucchal,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T16:20:00,TXN00068
3558.09,,,,Udyati,,,bank_server_down,,,failed_payment,card,0,2026-08-01T14:16:00,TXN00252
983.58,,,,Eta,,,bank_server_down,,,failed_payment,card,0,2026-08-01T16:51:00,TXN00268
1655.48,,,,Akshay,,,insufficient_funds,,,failed_payment,card,0,2026-08-01T16:42:00,TXN00278
499,28,,,Falguni,,,bank_declined,,,failed_subscription,upi,0,2026-08-25T00:00:00,SUB00028
2342.23,,,,Chaitanya,,,insufficient_funds,,,failed_payment,netbanking,0,2026-08-01T12:46:00,TXN00232
2534.97,,,,Nitara,,,otp_timeout,,,failed_payment,card,0,2026-08-01T18:50:00,TXN00145
4962.45,,,,Kamya,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T10:56:00,TXN00171
2891.35,,,,Netra,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T14:23:00,TXN00054
499,4,,,Dipta,,,bank_declined,,,failed_subscription,card,0,2026-08-27T00:00:00,SUB00008
3270.94,,,,Viraj,,,otp_timeout,,,failed_payment,card,0,2026-08-01T14:36:00,TXN00290
2334.94,,,,Vanya,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T17:01:00,TXN00152
1499.22,,,,Upma,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T09:06:00,TXN00004
999,23,,,Vedika,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-23T00:00:00,SUB00050
313046.22,,,,Munshi-Trivedi,26,2026-07-20T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-07-20T00:00:00,INV0009
1003.05,,,,Viraj,,,card_expired,,,failed_payment,card,0,2026-08-01T17:50:00,TXN00095
4368.83,,,,Aashi,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T18:39:00,TXN00253
3161.32,,,,Yutika,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T11:20:00,TXN00203
4504.44,,,,Xiti,,,otp_timeout,,,failed_payment,netbanking,0,2026-08-01T15:48:00,TXN00018
2649.94,,,,Sathvik,,,upi_pin_wrong,,,failed_payment,upi,0,2026-08-01T14:43:00,TXN00090
4438.54,,,,Niharika,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T18:34:00,TXN00213
1186.45,,,,Advika,,,network_error,,,failed_payment,wallet,0,2026-08-01T17:04:00,TXN00089
2621.2,,,,Libni,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T10:33:00,TXN00019
1391.45,,,,Ekaja,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T11:57:00,TXN00273
3869.46,,,,Reva,,,upi_pin_wrong,,,failed_payment,upi,0,2026-08-01T11:51:00,TXN00118
1081.23,,,,Tarak,,,otp_timeout,,,failed_payment,netbanking,0,2026-08-01T11:20:00,TXN00293
999,20,,,Yauvani,,,bank_declined,,,failed_subscription,card,0,2026-08-18T00:00:00,SUB00062
956.61,,,,Kai,,,card_expired,,,failed_payment,card,0,2026-08-01T17:17:00,TXN00045
2455.12,,,,Yutika,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T18:22:00,TXN00030
999,24,,,Abhiram,,,mandate_expired,,,failed_subscription,upi,0,2026-08-15T00:00:00,SUB00030
4084.04,,,,Lakshit,,,bank_server_down,,,failed_payment,card,0,2026-08-01T14:11:00,TXN00146
1547.86,,,,Vasana,,,mandate_expired,,,failed_payment,upi,0,2026-08-01T15:50:00,TXN00164
126022.43,,,,Parikh Ltd,30,2026-07-16T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-07-16T00:00:00,INV0007
4481.18,,,,Irya,,,upi_pin_wrong,,,failed_payment,upi,0,2026-08-01T10:22:00,TXN00102
1999,20,,,Hemangini,,,mandate_expired,,,failed_subscription,card,0,2026-08-27T00:00:00,SUB00033
4087.08,,,,Geetika,,,bank_server_down,,,failed_payment,card,0,2026-08-01T18:29:00,TXN00244
564.02,,,,Varenya,,,bank_server_down,,,failed_payment,card,0,2026-08-01T16:22:00,TXN00243
499,4,,,Omya,,,bank_declined,,,failed_subscription,upi,0,2026-08-03T00:00:00,SUB00034
3770.81,,,,Kiaan,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T14:46:00,TXN00208
2257.63,,,,Arya,,,bank_server_down,,,failed_payment,card,0,2026-08-01T14:21:00,TXN00080
3311.41,,,,Priya,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T14:29:00,TXN00281
1210.39,,,,Neelima,,,bank_server_down,,,failed_payment,card,0,2026-08-01T17:37:00,TXN00002
999,12,,,Guneet,,,card_expired,,,failed_subscription,upi,0,2026-08-11T00:00:00,SUB00091
199,23,,,Henry,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-15T00:00:00,SUB00048
1999,16,,,Warjas,,,bank_declined,,,failed_subscription,upi,0,2026-08-01T00:00:00,SUB00077
1665.86,,,,Baghyawati,,,insufficient_funds,,,failed_payment,wallet,0,2026-08-01T14:20:00,TXN00241
1999,10,,,Sachi,,,mandate_expired,,,failed_subscription,card,0,2026-08-15T00:00:00,SUB00067
2500.85,,,,Thomas,,,network_error,,,failed_payment,netbanking,0,2026-08-01T09:29:00,TXN00169
2355.71,,,,Pranav,,,insufficient_funds,,,failed_payment,card,0,2026-08-01T13:28:00,TXN00211
2612.97,,,,Pooja,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T12:10:00,TXN00051
3848.18,,,,Lavanya,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T18:12:00,TXN00026
4828.9,,,,Yauvani,,,card_expired,,,failed_payment,card,0,2026-08-01T10:50:00,TXN00119
499,10,,,Brijesh,,,bank_declined,,,failed_subscription,card,0,2026-08-17T00:00:00,SUB00026
1237.48,,,,Amruta,,,bank_server_down,,,failed_payment,card,0,2026-08-01T10:10:00,TXN00115
520.44,,,,Finn,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T10:56:00,TXN00271
499,12,,,Sai,,,bank_declined,,,failed_subscription,upi,0,2026-08-15T00:00:00,SUB00042
4232.1,,,,Yachana,,,bank_server_down,,,failed_payment,card,0,2026-08-01T17:39:00,TXN00025
2187.28,,,,Rishi,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T17:21:00,TXN00124
4273.92,,,,Amara,,,bank_server_down,,,failed_payment,card,0,2026-08-01T11:03:00,TXN00122
999,25,,,Keya,,,mandate_expired,,,failed_subscription,upi,0,2026-08-10T00:00:00,SUB00000
999,10,,,Gautami,,,card_expired,,,failed_subscription,card,0,2026-08-16T00:00:00,SUB00079
1999,23,,,Amruta,,,insufficient_funds,,,failed_subscription,card,0,2026-08-05T00:00:00,SUB00015
1673.79,,,,Umang,,,network_error,,,failed_payment,netbanking,0,2026-08-01T13:31:00,TXN00055
3384.63,,,,Damini,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T15:02:00,TXN00070
1491.02,,,,Prisha,,,mandate_expired,,,failed_payment,upi,0,2026-08-01T17:57:00,TXN00139
199,21,,,Nicholas,,,bank_declined,,,failed_subscription,card,0,2026-08-03T00:00:00,SUB00056
4827.39,,,,Rajeshri,,,network_error,,,failed_payment,netbanking,0,2026-08-01T11:33:00,TXN00287
2748.94,,,,Jasmit,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T12:09:00,TXN00138
2327.19,,,,Meghana,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T18:38:00,TXN00275
2007.72,,,,Megha,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T11:36:00,TXN00103
4020.99,,,,Nitesh,,,network_error,,,failed_payment,wallet,0,2026-08-01T11:49:00,TXN00109
2874.16,,,,Tanvi,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T11:05:00,TXN00245
1999,13,,,Ayushman,,,card_expired,,,failed_subscription,upi,0,2026-08-02T00:00:00,SUB00082
1800.64,,,,Harshil,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T13:42:00,TXN00131
999,15,,,Janani,,,bank_declined,,,failed_subscription,upi,0,2026-08-20T00:00:00,SUB00035
1743.51,,,,Xavier,,,insufficient_funds,,,failed_payment,upi,0,2026-08-01T11:31:00,TXN00226
2962.63,,,,Aadhya,,,card_declined_by_issuer,,,failed_payment,netbanking,0,2026-08-01T17:21:00,TXN00177
412.73,,,,Chatura,,,network_error,,,failed_payment,wallet,0,2026-08-01T10:40:00,TXN00040
999,20,,,Sarthak,,,mandate_expired,,,failed_subscription,card,0,2026-08-21T00:00:00,SUB00065
2856.65,,,,Atharv,,,insufficient_funds,,,failed_payment,card,0,2026-08-01T16:06:00,TXN00147
4981.19,,,,Balhaar,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T18:01:00,TXN00021
2335.0,,,,Samar,,,mandate_expired,,,failed_payment,upi,0,2026-08-01T16:33:00,TXN00148
2005.33,,,,Ekiya,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T09:39:00,TXN00074
1999,2,,,Hardik,,,insufficient_funds,,,failed_subscription,card,0,2026-08-19T00:00:00,SUB00095
1445.79,,,,Anusha,,,card_declined_by_issuer,,,failed_payment,netbanking,0,2026-08-01T09:02:00,TXN00176
3912.34,,,,Amruta,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T12:55:00,TXN00202
844.12,,,,Omya,,,payer_bank_timeout,,,failed_payment,upi,0,2026-08-01T16:52:00,TXN00194
